x_m,y_m,s_m,v_mps,v_kph,gear,rpm,curvature_1pm,section_type,camber_rad,grade_rad,limit
207.96268563412673,-109.04116425095366,671.9609622019071,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
207.74351209636413,-110.0268840560683,672.9707545438521,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
207.51329283579088,-111.01008274703149,673.980546885797,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
207.27205683390181,-111.99063655241046,674.990339227742,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
207.01983445905057,-112.96842203372782,676.0001315696869,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
206.75665746262678,-113.94331610100076,677.0099239116319,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
206.48255897505896,-114.91519602823644,678.0197162535768,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
206.19757350164375,-115.88393946888155,679.0295085955217,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
205.9017369182023,-116.84942447122404,680.0393009374667,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
205.59508646656383,-117.81152949374527,681.0490932794116,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
205.2776607498776,-118.77013342042034,682.0588856213566,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
204.94949972775308,-119.72511557596503,683.0686779633015,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
204.61064471122972,-120.67635574102724,684.0784703052465,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
204.26113835757633,-121.62373416732083,685.0882626471914,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
203.9010246649213,-122.56713159270049,686.0980549891364,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
203.53034896671352,-123.50642925617507,687.1078473310813,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
203.1491579260158,-124.44150891285808,688.1176396730262,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
202.75749952963056,-125.37225284885312,689.1274320149712,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
202.3554230820588,-126.29854389607246,690.1372243569161,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
201.94297919929343,-127.22026544698684,691.1470166988611,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
201.52021980244746,-128.137301469305,692.156809040806,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
201.08719811121773,-129.04953652058023,693.166601382751,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
200.64396863718525,-129.95685576274337,694.1763937246959,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
200.1905871769531,-130.8591449765592,695.1861860666409,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
199.72711080512218,-131.75629057600509,696.1959784085858,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
199.2535978671064,-132.64817962256987,697.2057707505307,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
198.77010797178784,-133.53469983947159,698.2155630924757,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
198.2767019840126,-134.41573962579122,699.2253554344206,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
197.77344201692893,-135.291188070522,700.2351477763656,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
197.26039142416795,-136.16093496653156,701.2449401183105,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
196.7376147918683,-137.0248708244354,702.2547324602555,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
196.20517793054557,-137.88288688638028,703.2645248022004,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
195.66314786680772,-138.73487513973532,704.2743171441454,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
195.11159283491725,-139.58072833068923,705.2841094860903,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
194.55058226820148,-140.42033997775223,706.2939018280352,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
193.9801867903119,-141.25360438516068,707.3036941699802,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
193.40047820633342,-142.0804166561825,708.3134865119251,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
192.81152949374527,-142.90067270632258,709.3232788538701,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
192.21341479323402,-143.71426927642534,710.333071195815,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
191.6062093993603,-144.5211039456738,711.34286353776,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
190.9899897510802,-145.32107514448296,712.3526558797049,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
190.36483342212267,-146.11408216728603,713.3624482216499,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
189.7308191112241,-146.90002518521186,714.3722405635948,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
189.088026632221,-147.67880525865218,715.3820329055397,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
188.43653690400276,-148.45032434971654,716.3918252474847,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
187.77643194032498,-149.21448533457414,717.4016175894296,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
187.1077948394849,-149.97119201568034,718.4114099313746,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
