x_m,y_m,s_m,v_mps,v_kph,gear,rpm
195.9918084,39.75155437,1296.204218,19.45247282,70.02890217,1,9425.878902
186.8306948,42.80034522,1305.859327,20.24168435,72.87006365,1,9808.298777
181.4861632,42.02214703,1311.260217,20.61740125,74.22264451,1,9990.355942
176.6871061,39.54451502,1316.661107,20.80915301,74.91295084,1,10083.27106
171.2883334,35.19668876,1323.592942,20.60362523,74.17305082,1,9983.68064
167.0511079,32.34707706,1328.699249,19.68851829,70.87866585,1,9540.256956
162.6175773,29.81366578,1333.805555,18.28314746,65.81933084,1,8859.271282
156.0620478,29.16564646,1340.393035,16.95396838,61.03428617,1,8215.205044
149.6932426,30.8488625,1346.980516,16.07747437,57.87890773,1,7790.491617
144.7395862,33.6662114,1352.679302,15.66615264,56.39814951,1,7591.1818
140.6952882,37.68116091,1358.378088,15.50348706,55.81255343,1,7512.360662
132.6789287,41.61490848,1367.307612,15.37679466,55.35646078,1,7450.970665
127.4324018,42.23324318,1372.59045,15.2467301,54.88822834,1,7387.946655
122.1967989,41.52837058,1377.873289,15.27438359,54.98778091,1,7401.346415
117.3006065,39.54451502,1383.156127,15.71852894,56.58670419,1,7616.561229
112.4598117,35.37759063,1389.543345,16.75181744,60.30654278,1,8117.250901
109.2348652,29.8643091,1395.930563,18.37247824,66.14092165,1,8902.557353
107.9754537,23.60248541,1402.317781,20.45363183,73.6330746,1,9910.999928
107.3024356,17.71006004,1408.248517,22.77355891,81.98481208,1,11035.14244
107.8118545,11.8012427,1414.179253,25.06979804,90.25127296,1,12147.80674
107.7546186,6.418354854,1419.562445,27.18016456,97.84859241,1,13170.40471
107.7082733,1.035362224,1424.945638,29.09594031,104.7453851,1,14098.71189
107.6728188,-4.347713155,1430.32883,30.83284255,110.9982332,1,14940.34423
107.6482554,-9.730849246,1435.712022,32.21695386,115.9810339,1,15611.0284
107.5308033,-15.21868161,1441.201111,32.83317814,118.1994413,1,15909.62567
107.3825832,-20.70576917,1446.6902,32.34700806,116.449229,1,15674.04739
107.2035998,-26.19193942,1452.179289,30.825914,110.9732904,1,14936.98693
106.9938587,-31.67701989,1457.668378,28.57760015,102.8793605,1,13847.54528
106.953834,-38.61283797,1464.604312,25.85091153,93.06328151,1,12526.30264
106.9938587,-45.54865605,1471.540245,22.86637805,82.31896099,1,11080.11883
105.4835375,-51.70087284,1477.875136,19.97726633,71.91815878,1,9680.172536
103.0674785,-57.55693809,1484.210027,17.6636979,63.58931245,1,8559.111168
99.41084298,-61.40460088,1489.518086,16.3346843,58.80486349,1,7915.125112
94.88751993,-64.18219716,1494.826145,16.0838269,57.90177685,1,7793.569796
89.3361796,-65.64688234,1500.567459,16.65544047,59.95958569,1,8070.550533
83.59917704,-65.42443323,1506.308773,17.70516161,63.73858181,1,8579.2028
78.62231985,-64.50040289,1511.370683,19.075096,68.6703456,1,9243.017408
73.89145676,-62.69988242,1516.432594,20.77002444,74.77208797,1,10064.31094
69.55960275,-60.08110782,1521.494505,22.68777636,81.67599489,1,10993.5757
65.76686726,-56.72878071,1526.556415,24.39684745,87.82865081,1,11821.72219
61.3624714,-52.7426807,1532.49676,25.28224739,91.01609061,1,12250.75107
57.50830172,-48.22238511,1538.437105,25.11211404,90.40361055,1,12168.31135
54.2685928,-43.24323034,1544.37745,24.3408034,87.62689224,1,11794.56552
51.69733844,-37.88820026,1550.317794,23.62645243,85.05522874,1,11448.42003
49.9983197,-33.08338635,1555.414156,23.24585396,83.68507425,1,11263.99746
48.81998438,-28.12511777,1560.510518,23.10627841,83.18260229,1,11196.36481
48.17570057,-23.06964552,1565.606879,23.06147041,83.02129348,1,11174.65267
48.0727776,-17.97432333,1570.703241,23.07603041,83.07370949,1,11181.70786
48.5123831,-12.89695704,1575.799602,23.22257761,83.60127941,1,11252.71868
49.48952982,-7.895148801,1580.895964,23.63700083,85.09320297,1,11453.53135
50.99313212,-3.025643541,1585.992325,24.47926611,88.12535799,1,11861.65893
53.00613182,1.656314765,1591.088687,25.83804804,93.01697294,1,12520.06951
55.78731775,6.625259061,1596.783018,27.42078625,98.7148305,1,13287.00021
59.71369788,15.32091158,1606.324026,28.33827753,102.0177991,1,13731.57926
63.47647885,22.98136737,1614.858726,27.64280972,99.51411499,1,13394.58378
66.42126395,28.98550839,1621.546137,25.22353264,90.8047175,1,12222.30028
68.87525153,38.50931829,1631.381024,21.96321817,79.06758541,1,10642.4842
68.46246338,44.48447443,1637.370422,19.04940279,68.57785005,1,9230.567522
66.62707833,50.185724,1643.35982,17.17252893,61.82110416,1,8321.110618
63.47647885,55.27950529,1649.349218,16.27335887,58.58409193,1,7885.409296
57.87600895,60.11003556,1656.745114,15.94733198,57.41039511,1,7727.429894
51.04294175,62.93996108,1664.141011,15.94142195,57.38911903,1,7724.566137
43.60254318,63.2603701,1671.588305,16.26527885,58.55500385,1,7881.494045
36.48261542,61.07660697,1679.035599,17.03546243,61.32766474,1,8254.693753
32.13610285,58.37931002,1684.151025,18.32665729,65.97596623,1,8880.354381
28.47877739,54.80278198,1689.266451,20.10374511,72.37348238,1,9741.459019
25.68507005,50.51760034,1694.381877,22.21373591,79.96944928,1,10763.87493
22.69818608,45.52837685,1700.196843,24.43645705,87.97124539,1,11840.9154
20.44989654,40.16563306,1706.011809,26.57693785,95.67697628,1,12878.10553
18.04445567,35.44103204,1711.313506,28.54190857,102.7508709,1,13830.25059
15.63097308,30.72053394,1716.615204,30.33578869,109.2088393,1,14699.4921
13.20945577,26.00415243,1721.916902,31.9814246,115.1331286,1,15496.90048
10.77991077,21.2919012,1727.2186,33.46945951,120.4900542,2,12557.44623
8.342345115,16.58379391,1732.520298,34.79382002,125.2577521,2,13054.33462
5.896765876,11.87984422,1737.821996,35.98249107,129.5369679,2,13500.31353
3.443180144,7.180065753,1743.123694,37.03959821,133.3425535,2,13896.9308
0.981595034,2.484472148,1748.425392,37.88518095,136.3866514,2,14214.186
2.84E-14,4.26E-14,1751.096745,38.42225705,138.3201254,2,14415.69222
0,0,1751.096745,38.65462986,139.1566675,2,14502.87645
